,acc,loss,val_acc,val_loss
0,0.7789999842643738,0.7527880072593689,0.9139000177383423,0.31481024622917175
1,0.8913166522979736,0.38341599702835083,0.9343000054359436,0.2393752485513687
2,0.9114833474159241,0.30924192070961,0.942300021648407,0.20303715765476227
3,0.9253333210945129,0.2649369537830353,0.947700023651123,0.17796355485916138
4,0.9330833554267883,0.23460114002227783,0.9527000188827515,0.15936823189258575
5,0.9408833384513855,0.2101917415857315,0.9569000005722046,0.1443086564540863
6,0.9468666911125183,0.1895959973335266,0.9595000147819519,0.13348974287509918
7,0.9503999948501587,0.1741851419210434,0.9614999890327454,0.12490880489349365
8,0.9542166590690613,0.15928496420383453,0.9629999995231628,0.11783818155527115
9,0.9574000239372253,0.1507975310087204,0.9650999903678894,0.1119849756360054
